CustomerID,Gender,Senior_Citizen,Partner,Dependents,Tenure,Service_type,Multiple_Lines,Internet_Service_type,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Number_of_Referrals,Offer,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Upgraded_to_Unlimited_Data,Total_Long_Distance_Charges,Total_Revenue,Churn
7010-BRBUU,Male,0,Yes,Yes,72,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),24.1,1734.65,0,No,19.64,0,Phone customers,1414.08,3148.73,No
7010-ZMVBF,Female,0,Yes,Yes,18,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.45,357,8,No,14.6,0,Phone customers,262.8,619.8,No
7011-CVEUC,Male,0,Yes,No,25,Phone Service,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),95.7,2338.35,7,No,3.81,8,Yes,95.25,2433.6,No
7013-PSXHK,Female,0,No,No,40,Phone Service,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed check,80.75,3208.65,0,No,33.83,19,Yes,1353.2,4561.85,No
7014-ZZXAW,Female,0,Yes,No,71,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Credit card (automatic),24.25,1732.95,1,No,8.21,0,Phone customers,582.91,2315.86,No
7016-BPGEU,Female,0,No,No,29,Internet Service,No phone service,Cable,No,No,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),25.1,712.85,0,No,0,22,Yes,0,712.85,Yes
7016-NVRIC,Male,1,Yes,No,29,Phone Service,No,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,No,Bank transfer (automatic),90.1,2656.7,10,No,32.03,16,Yes,928.87,3585.57,No
7017-VFHAY,Female,0,Yes,Yes,61,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),115.1,7008.15,3,Offer B,20.01,12,Yes,1220.61,8228.76,No
7017-VFULY,Female,0,Yes,No,2,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Bank transfer (automatic),20.1,43.15,9,No,32.86,0,Phone customers,65.72,108.87,No
7018-FPXHH,Male,0,Yes,Yes,56,Phone Service,No,DSL,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank transfer (automatic),59.8,3457.45,1,Offer B,22.74,13,Yes,1273.44,4695.88,No
7018-WBJNK,Male,0,No,Yes,13,Phone Service,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit card (automatic),78.3,1033.95,0,Offer D,31.93,22,No,415.09,1599.04,No
7020-OZKXZ,Female,1,No,No,9,Phone Service,No,Fiber Optic,No,No,Yes,No,No,No,Two Year,No,Credit card (automatic),75.5,637.4,0,No,24.96,9,Yes,224.64,862.04,No
7021-XSNYE,Male,0,Yes,Yes,7,Internet Service,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit card (automatic),49.65,305.55,4,No,0,28,Yes,0,305.55,No
7024-OHCCK,Female,1,No,No,2,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,93.85,170.85,0,No,19.27,18,Yes,38.54,209.39,Yes
7025-IWFHT,Male,0,No,No,41,Phone Service,No,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,Yes,Electronic check,89.55,3729.75,0,Offer B,45.22,15,Yes,1854.02,5583.77,No
7025-WCBNE,Male,1,No,No,47,Phone Service,Yes,DSL,No,Yes,No,Yes,No,No,Two Year,No,Bank transfer (automatic),59.6,2754,0,No,14.78,10,Yes,694.66,3448.66,No
7026-YMSBE,Male,0,No,No,30,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,19.7,625.05,0,No,24.57,0,Phone customers,737.1,1362.15,No
7028-DVOIQ,Male,1,No,No,35,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,99.05,3395.8,0,No,20.83,19,No,729.05,4244.85,Yes
7029-IJEJK,Female,0,No,No,54,Internet Service,No phone service,DSL,Yes,No,No,Yes,No,Yes,One Year,No,Bank transfer (automatic),44.1,2369.7,0,No,0,21,Yes,0,2369.7,No
7029-RPUAV,Male,1,Yes,No,17,Phone Service,Yes,Cable,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),100.45,1622.45,1,No,28.18,16,Yes,479.06,2101.51,Yes
7030-FZTFM,Male,0,Yes,Yes,72,Phone Service,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),110.9,7922.75,5,Offer A,45.32,11,No,3263.04,11315.79,No
7030-NJVDP,Male,0,Yes,No,24,Phone Service,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Electronic check,89.25,2210.2,2,No,10.23,8,Yes,245.52,2455.72,No
7032-LMBHI,Female,0,No,No,37,Phone Service,Yes,Cable,Yes,No,No,No,Yes,No,One Year,No,Bank transfer (automatic),64.65,2347.85,0,No,37.18,9,Yes,1375.66,3723.51,No
7033-CLAMM,Female,0,Yes,Yes,48,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Bank transfer (automatic),20.2,1027.25,6,Offer B,18.64,0,Phone customers,894.72,1921.97,No
7036-TYDEC,Female,0,No,No,69,Phone Service,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,No,Electronic check,104,7028.5,0,No,1.85,13,Yes,127.65,7156.15,No
7036-ZZKBD,Male,0,Yes,No,31,Phone Service,No,Cable,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit card (automatic),66.4,2019.8,7,Offer C,25.3,28,Yes,784.3,2804.1,No
7037-MTYVW,Male,0,Yes,Yes,38,Phone Service,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),85.4,3297,6,Offer C,17.52,59,Yes,665.76,3962.76,No
7041-TXQJH,Female,0,No,No,37,Internet Service,No phone service,Cable,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit card (automatic),40.2,1478.85,0,Offer C,0,6,Yes,0,1478.85,No
7044-YAACC,Male,1,Yes,No,4,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Electronic check,70.2,280.35,5,No,6.03,8,Yes,24.12,273.72,No
7047-FWEYA,Female,0,Yes,No,46,Phone Service,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Electronic check,103.15,4594.65,3,Offer B,33.22,29,No,1528.12,6252.77,No
7047-YXDMZ,Male,0,No,No,21,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20,417.7,0,Offer D,34.39,0,Phone customers,722.19,1139.89,No
7048-GXDAY,Male,0,No,No,39,Phone Service,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,106.4,4040.65,0,Offer C,17.17,30,Yes,669.63,4710.28,No
7049-GKVZY,Female,0,No,No,17,Phone Service,No,Cable,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit card (automatic),79.85,1387.35,0,No,12.69,22,Yes,215.73,1603.08,No
7054-DMVAS,Male,0,No,No,54,Phone Service,No,DSL,Yes,Yes,No,No,Yes,No,Two Year,Yes,Bank transfer (automatic),65.3,3512.9,0,No,18.74,16,Yes,1011.96,4524.86,No
7054-ENNGU,Female,0,Yes,No,9,Phone Service,No,Cable,No,Yes,No,No,No,No,Month-to-Month,No,Mailed check,50.85,466.6,4,No,12.59,76,Yes,113.31,579.91,No
7054-LGEQW,Female,0,No,No,1,Phone Service,No,DSL,No,No,No,No,No,No,Month-to-Month,No,Mailed check,45.95,45.95,0,Offer E,5.12,30,Yes,5.12,51.07,Yes
7055-HNEOJ,Male,0,Yes,No,3,Phone Service,No,Cable,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Mailed check,55.8,154.55,2,Offer E,4.19,6,Yes,12.57,167.12,No
7055-JCGNI,Female,0,No,No,70,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit card (automatic),111.95,7795.95,0,Offer A,44.57,26,Yes,3119.9,10915.85,No
7055-VKGDA,Male,0,No,No,54,Phone Service,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit card (automatic),105.4,5643.4,0,Offer B,49.98,26,Yes,2698.92,8342.32,Yes
7056-IMHCC,Male,1,Yes,No,53,Phone Service,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,101.9,5549.4,1,Offer B,7.94,6,Yes,420.82,5970.22,Yes
7061-OVMIM,Female,0,Yes,Yes,30,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Bank transfer (automatic),19.55,608.5,1,No,21.14,0,Phone customers,634.2,1242.7,No
7064-FRRSW,Male,1,No,No,48,Phone Service,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Yes,Electronic check,99,4744.35,0,No,5.87,2,Yes,281.76,5026.11,No
7064-JHXCE,Male,0,Yes,Yes,62,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),20.05,1263.9,5,Offer B,20.96,0,Phone customers,1299.52,2563.42,No
7065-YUNRY,Female,0,No,No,1,Phone Service,No,Cable,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,45.3,45.3,0,No,39.94,59,Yes,39.94,85.24,Yes
7067-KSAZT,Female,1,Yes,No,65,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic check,106.25,6979.8,1,No,18.69,30,Yes,1214.85,8194.65,Yes
7072-MBHEV,Female,1,Yes,Yes,11,Phone Service,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit card (automatic),78.1,864.85,8,No,17.66,13,Yes,194.26,1059.11,No
7073-QETQY,Male,0,Yes,Yes,66,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Electronic check,20.35,1359.5,9,Offer A,45.03,0,Phone customers,2971.98,4331.48,No
7074-IEVOJ,Female,1,No,No,3,Phone Service,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic check,79.4,205.05,0,No,41.9,11,Yes,125.7,330.75,Yes
7074-STDCN,Male,0,No,No,39,Internet Service,No phone service,Cable,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Electronic check,40.6,1494.5,0,Offer C,0,26,Yes,0,1494.5,No
7075-BNDVQ,Female,0,No,No,4,Internet Service,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-Month,No,Mailed check,35,135.75,0,No,0,26,No,0,185.75,No
7077-XJMET,Male,0,Yes,No,12,Phone Service,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Electronic check,74.15,741.4,7,No,49.39,5,Yes,592.68,1334.08,No
7078-NVFAM,Female,0,Yes,Yes,32,Internet Service,No phone service,Cable,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Electronic check,35.15,1051.05,3,No,0,14,Yes,0,1051.05,No
7079-QRCBC,Female,0,No,No,24,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,98.75,2407.3,0,No,37.69,18,Yes,904.56,3311.86,Yes
7080-TNUWP,Male,0,Yes,No,70,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,Yes,Bank transfer (automatic),95,6602.9,5,No,31.13,16,Yes,2179.1,8782,No
7083-MIOPC,Female,0,No,No,72,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),20.25,1566.9,0,No,42.36,0,Phone customers,3049.92,4616.82,No
7083-YNSKY,Female,0,No,No,15,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Credit card (automatic),25.4,399.6,0,Offer D,45.84,0,Phone customers,687.6,1087.2,Yes
7088-FBAWU,Female,0,Yes,Yes,17,Phone Service,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Mailed check,74.55,1215.8,8,Offer D,44.9,47,Yes,763.3,1979.1,No
7089-IVVAZ,Female,0,No,No,8,Phone Service,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),103.35,847.3,0,Offer E,19.68,41,Yes,157.44,1004.74,Yes
7089-RKVSZ,Male,0,Yes,Yes,8,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,24.4,203.95,6,No,23.18,0,Phone customers,185.44,389.39,No
7089-XXAYG,Male,0,Yes,No,25,Internet Service,No phone service,Cable,No,No,Yes,No,Yes,No,One Year,Yes,Credit card (automatic),38.1,970.4,10,No,0,24,No,0,1070.4,No
7094-MSZAO,Male,0,Yes,Yes,10,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Credit card (automatic),20.05,218.5,7,No,13.83,0,Phone customers,138.3,356.8,No
7096-UCLNH,Male,0,No,No,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.05,20.05,0,No,11.1,0,Phone customers,11.1,31.15,No
7096-ZNBZI,Female,0,Yes,No,72,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),26.45,1914.5,1,Offer A,22.22,0,Phone customers,1599.84,3514.34,No
7100-FQPRV,Male,0,Yes,Yes,43,Phone Service,Yes,DSL,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit card (automatic),71.9,3173.35,5,Offer B,48.1,51,Yes,2068.3,5241.65,No
7101-HRBLJ,Female,0,Yes,Yes,72,Phone Service,No,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),83.7,6096.9,9,No,16.05,46,Yes,1155.6,7252.5,No
7102-JJVTX,Female,0,Yes,Yes,9,Phone Service,No,DSL,Yes,No,No,No,No,No,One Year,No,Mailed check,48.6,422.3,9,Offer E,30.07,30,Yes,270.63,672.48,No
7103-IPXPJ,Male,0,Yes,No,50,Phone Service,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,No,Electronic check,99.4,5059.75,7,Offer B,26.06,18,Yes,1303,6362.75,No
7103-ZGVNT,Female,0,Yes,Yes,69,Phone Service,Yes,Cable,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit card (automatic),73.7,4885.85,10,Offer A,7.84,21,Yes,540.96,5426.81,No
7105-BENQF,Male,0,No,Yes,15,Phone Service,No,DSL,Yes,No,Yes,No,No,Yes,One Year,No,Mailed check,64.85,950.75,0,No,43.69,29,Yes,655.35,1606.1,No
7105-MXJLL,Female,1,Yes,No,26,Phone Service,No,Cable,No,No,Yes,No,No,Yes,One Year,No,Mailed check,60.7,1597.4,2,No,17.12,17,Yes,445.12,2042.52,No
7107-UBYKY,Female,0,Yes,Yes,35,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Electronic check,25.75,882.55,5,Offer C,24.76,0,Phone customers,866.6,1749.15,No
7108-DGVUU,Female,1,Yes,No,21,Phone Service,Yes,DSL,No,Yes,Yes,No,No,Yes,One Year,No,Bank transfer (automatic),71.7,1497.05,4,No,30.3,18,No,636.3,2233.35,No
7109-CQYUZ,Male,0,No,No,52,Phone Service,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed check,89.25,4652.4,0,No,6.8,30,Yes,353.6,5006,No
7109-MFBYV,Male,0,No,No,26,Phone Service,No,Cable,No,No,No,No,No,No,Month-to-Month,No,Electronic check,45.45,1233.15,0,Offer C,29.07,42,Yes,755.82,1988.97,No
7110-BDTWG,Female,0,Yes,No,71,Internet Service,No phone service,Cable,No,No,Yes,Yes,No,Yes,Two Year,Yes,Electronic check,47.05,3263.6,4,No,0,6,Yes,0,3263.6,No
7112-OPOTK,Male,0,No,No,33,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Electronic check,68.25,2171.15,0,No,28.84,23,Yes,951.72,3122.87,Yes
7113-HIPFI,Male,0,Yes,Yes,66,Phone Service,No,Cable,Yes,Yes,Yes,Yes,No,No,Two Year,No,Mailed check,65.85,4097.05,10,Offer A,26.91,30,Yes,1776.06,5873.11,No
7114-AEOZE,Female,0,No,No,60,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Bank transfer (automatic),19.85,1128.1,0,Offer B,31.12,0,Phone customers,1867.2,2995.3,No
7115-IRDHS,Female,0,Yes,No,72,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Bank transfer (automatic),24.65,1830.05,3,No,24.42,0,Phone customers,1758.24,3588.29,No
7120-RFMVS,Male,0,No,No,1,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,No,Electronic check,84.5,84.5,0,No,6.89,12,Yes,6.89,91.39,Yes
7123-WQUHX,Male,0,No,No,38,Phone Service,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,No,Bank transfer (automatic),95,3605.6,0,Offer C,3.95,21,Yes,150.1,3755.7,No
7124-UGSUR,Female,1,Yes,No,61,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit card (automatic),104.4,6405,1,No,35.11,17,Yes,2141.71,8546.71,Yes
7126-RBHSD,Female,0,Yes,No,17,Phone Service,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,No,Electronic check,78.9,1348.95,1,Offer D,21.15,4,Yes,359.55,1708.5,No
7128-GGCNO,Male,0,No,No,46,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),72.8,3249.4,0,Offer B,41.1,26,Yes,1890.6,5140,No
7129-ACFOG,Female,0,No,No,5,Phone Service,Yes,Cable,Yes,No,No,No,No,No,Month-to-Month,Yes,Electronic check,53.8,283.95,0,No,49.4,22,No,247,540.95,No
7129-AZJDE,Male,0,Yes,Yes,34,Phone Service,No,Fiber Optic,No,No,No,No,No,Yes,One Year,Yes,Bank transfer (automatic),78.95,2647.2,1,Offer C,3.54,12,Yes,120.36,2767.56,No
7129-CAKJW,Female,0,No,No,17,Phone Service,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Bank transfer (automatic),80.05,1345.65,0,Offer D,44.96,29,Yes,764.32,2109.97,No
7130-CTCUS,Male,1,Yes,No,16,Phone Service,No,DSL,Yes,Yes,No,No,No,No,Two Year,Yes,Bank transfer (automatic),54.55,825.1,5,No,35.53,23,Yes,568.48,1393.58,No
7130-VTEWQ,Female,1,No,No,8,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,75.75,606.25,0,No,13.8,6,Yes,110.4,716.65,Yes
7130-YXBRO,Male,0,Yes,No,48,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),111.45,5315.1,9,Offer B,22.36,59,Yes,1073.28,6388.38,No
7131-ZQZNK,Female,0,Yes,Yes,60,Internet Service,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),59.85,3590.2,1,Offer B,0,19,Yes,0,3590.2,No
7133-VBDCG,Female,0,No,No,25,Phone Service,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),79.85,2015.35,0,Offer C,26.81,12,Yes,670.25,2685.6,Yes
7134-HBPBS,Female,1,No,No,72,Phone Service,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),108.1,7774.05,0,Offer A,26.87,20,Yes,1934.64,9708.69,No
7134-MJPDY,Female,1,No,No,66,Phone Service,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit card (automatic),102.85,6976.75,0,Offer A,11.63,5,No,767.58,7804.33,No
7136-IHZJA,Female,0,Yes,Yes,40,Phone Service,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Mailed check,71.35,2847.2,4,No,29.14,48,Yes,1165.6,4012.8,No
7136-RVDTZ,Male,1,No,No,70,Internet Service,No phone service,DSL,No,No,No,No,Yes,Yes,One Year,Yes,Electronic check,45.25,3264.45,0,No,0,20,Yes,0,3264.45,Yes
7137-NAXML,Male,0,No,No,23,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Bank transfer (automatic),20.15,405.6,0,Offer D,26.37,0,Phone customers,606.51,1012.11,No
7137-RYLPP,Male,1,Yes,No,37,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic check,85.7,3171.15,1,Offer C,46.61,26,Yes,1724.57,4895.72,Yes
7138-GIRSH,Male,0,No,No,50,Phone Service,Yes,DSL,No,No,Yes,Yes,No,Yes,Two Year,No,Bank transfer (automatic),69.5,3418.2,0,No,27.04,2,Yes,1352,4764.47,No
7139-JZFVG,Male,0,Yes,Yes,60,Phone Service,No,DSL,Yes,Yes,Yes,No,No,No,Two Year,No,Bank transfer (automatic),60.5,3694.45,7,No,43.24,28,Yes,2594.4,6288.85,No
7140-ADSMJ,Male,0,No,No,8,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Credit card (automatic),20.45,162.3,0,Offer E,35.21,0,Phone customers,281.68,443.98,No
7142-HVGBG,Male,1,Yes,No,43,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,103,4414.3,1,Offer B,17.43,26,Yes,749.49,5163.79,Yes
7143-BQIBA,Male,0,No,No,10,Phone Service,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank transfer (automatic),62.25,612.95,0,Offer D,7.65,17,Yes,76.5,689.45,No
7145-FEJWU,Female,0,No,Yes,12,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,105.3,1275.65,0,No,16.96,18,Yes,203.52,1479.17,No
7147-AYBAA,Male,0,No,No,37,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,70.35,2552.9,0,No,28.84,25,Yes,1067.08,3619.98,No
7148-XZPHA,Male,0,Yes,Yes,55,Phone Service,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,No,Electronic check,79.4,4238.45,9,No,13.45,53,Yes,739.75,4978.2,No
7153-CHRBV,Female,0,Yes,Yes,57,Phone Service,No,Cable,Yes,No,Yes,Yes,No,No,One Year,Yes,Mailed check,59.3,3274.35,6,Offer B,18.85,24,Yes,1074.45,4348.8,No
7153-OANIO,Male,0,No,No,1,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Electronic check,69.95,69.95,0,Offer E,27.58,16,Yes,27.58,97.53,Yes
7156-MHUGY,Male,1,No,No,13,Phone Service,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,90.5,1201.15,0,No,26.11,4,No,339.43,1650.74,Yes
7156-MXBJE,Female,0,No,No,43,Phone Service,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit card (automatic),85.1,3662.25,0,No,2.49,53,No,107.07,3799.32,No
7157-SMCFK,Male,0,No,Yes,61,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,19.75,1124.2,0,Offer B,15.02,0,Phone customers,916.22,2040.42,No
7159-FVYPK,Female,0,Yes,Yes,3,Phone Service,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),69.15,235,3,No,24.28,73,No,72.84,307.84,No
7159-NOKYQ,Male,0,Yes,No,67,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,Yes,Electronic check,93.15,6368.2,5,Offer A,17.4,11,No,1165.8,7624,No
7161-DFHUF,Female,0,Yes,No,71,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,23.85,1672.1,4,No,21.19,0,Phone customers,1504.49,3176.59,No
7162-WPHPM,Male,0,Yes,Yes,58,Phone Service,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit card (automatic),71.6,4230.25,1,No,40.57,25,Yes,2353.06,6537.77,No
7163-OCEQI,Male,0,Yes,Yes,22,Phone Service,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed check,78.65,1663.75,6,No,36.15,11,Yes,795.3,2459.05,No
7164-BPTUT,Male,0,No,Yes,57,Phone Service,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed check,89.55,5012.35,0,Offer B,9.36,20,Yes,533.52,5515.42,No
7167-PCEYD,Male,0,No,No,67,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Mailed check,19.8,1311.3,0,No,4.72,0,Phone customers,316.24,1627.54,No
7168-HDQHG,Female,0,Yes,Yes,36,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Bank transfer (automatic),19.2,702.9,3,Offer C,20.57,0,Phone customers,740.52,1443.42,No
7169-YWAMK,Male,0,Yes,Yes,72,Phone Service,No,DSL,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank transfer (automatic),68.4,4855.35,7,No,15.96,26,Yes,1149.12,6004.47,No
7173-TETGO,Female,1,Yes,No,72,Phone Service,Yes,Fiber Optic,Yes,No,No,No,No,No,Two Year,No,Bank transfer (automatic),78.5,5602.25,4,Offer A,32.37,22,Yes,2330.64,7932.89,No
7175-NTIXE,Female,0,No,No,25,Phone Service,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),76.15,1992.95,0,No,21.67,48,Yes,541.75,2534.7,No
7176-WIONM,Female,0,Yes,No,12,Internet Service,No phone service,Cable,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),49.85,617.15,10,Offer D,0,82,Yes,0,617.15,No
7176-WRTNX,Male,0,No,No,70,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),114.95,7711.25,0,Offer A,14.63,30,Yes,1024.1,8735.35,No
7180-PISOG,Male,0,Yes,Yes,1,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,74.5,74.5,0,No,36.44,16,Yes,36.44,110.94,Yes
7181-BQYBV,Female,0,Yes,Yes,1,Phone Service,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,102.45,102.45,1,No,25.88,9,Yes,25.88,128.33,Yes
